time,Day,Harga Pasar,Curah Hujan,IsHarvestMonth,IsBigMonth
2024-02-08,Thursday,14350,7.1,0,0
2024-02-09,Friday,14350,5.9,0,0
2024-02-10,Saturday,14350,0.9,0,0
2024-02-11,Sunday,14350,4.3,0,0
2024-02-12,Monday,14350,4.3,0,0
2024-02-13,Tuesday,14350,0.6,0,0
2024-02-14,Wednesday,14350,1.3,0,0
2024-02-15,Thursday,14350,33.8,0,0
2024-02-16,Friday,14350,3.3,0,0
2024-02-17,Saturday,14350,5.6,0,0
2024-02-18,Sunday,14349,11.7,0,0
2024-02-19,Monday,14350,22.4,0,0
2024-02-20,Tuesday,14350,30.9,0,0
2024-02-21,Wednesday,14350,4.5,0,0
2024-02-22,Thursday,14350,4.7,0,0
2024-02-23,Friday,14200,19.3,0,0
2024-02-24,Saturday,14136,3.9,0,0
2024-02-25,Sunday,14161,5.1,0,0
2024-02-26,Monday,14200,5.9,0,0
2024-02-27,Tuesday,14200,4.3,0,0
2024-02-28,Wednesday,14200,0.6,0,0
2024-02-29,Thursday,14200,10.5,0,0
2024-03-01,Friday,14200,1.4,1,0
2024-03-02,Saturday,14200,9.8,1,0
2024-03-03,Sunday,14200,5.3,1,0
2024-03-04,Monday,14200,8.6,1,0
2024-03-05,Tuesday,14200,12.1,1,0
2024-03-06,Wednesday,14200,0.3,1,0
2024-03-07,Thursday,14200,11.8,1,0
2024-03-08,Friday,14200,16.6,1,0
2024-03-09,Saturday,14200,4.3,1,0
2024-03-10,Sunday,14200,11.8,1,0
2024-03-11,Monday,14200,4.8,1,0
2024-03-12,Tuesday,14200,0.0,1,1
2024-03-13,Wednesday,14200,0.0,1,1
2024-03-14,Thursday,14200,0.7,1,1
2024-03-15,Friday,14200,0.1,1,1
2024-03-16,Saturday,14200,8.7,1,1
2024-03-17,Sunday,14200,0.4,1,1
2024-03-18,Monday,14200,2.5,1,1
2024-03-19,Tuesday,14200,4.8,1,1
2024-03-20,Wednesday,14200,12.0,1,1
2024-03-21,Thursday,14200,8.3,1,1
2024-03-22,Friday,14200,6.5,1,1
2024-03-23,Saturday,14200,1.7,1,1
2024-03-24,Sunday,14200,10.1,1,1
2024-03-25,Monday,14200,12.8,1,1
2024-03-26,Tuesday,14200,12.5,1,1
2024-03-27,Wednesday,14200,6.5,1,1
2024-03-28,Thursday,14200,8.0,1,1
2024-03-29,Friday,14200,6.7,1,1
2024-03-30,Saturday,14200,20.9,1,1
2024-03-31,Sunday,14200,12.2,1,1
2024-04-01,Monday,14200,14.8,1,1
2024-04-02,Tuesday,14200,5.3,1,1
2024-04-03,Wednesday,14200,12.7,1,1
2024-04-04,Thursday,14200,12.0,1,1
2024-04-05,Friday,14200,3.5,1,1
2024-04-06,Saturday,14200,2.2,1,1
2024-04-07,Sunday,14200,0.5,1,1
2024-04-08,Monday,14200,14.9,1,1
2024-04-09,Tuesday,14200,17.6,1,1
2024-04-10,Wednesday,14200,3.0,1,1
2024-04-11,Thursday,14200,5.7,1,1
2024-04-12,Friday,14200,3.8,1,1
2024-04-13,Saturday,14200,0.4,1,1
2024-04-14,Sunday,14200,3.7,1,1
2024-04-15,Monday,14200,6.2,1,1
2024-04-16,Tuesday,14200,24.4,1,1
2024-04-17,Wednesday,14200,22.8,1,1
2024-04-18,Thursday,14200,22.8,1,1
2024-04-19,Friday,14200,21.5,1,0
2024-04-20,Saturday,14200,2.4,1,0
2024-04-21,Sunday,14200,12.8,1,0
2024-04-22,Monday,14200,13.4,1,0
2024-04-23,Tuesday,14200,9.1,1,0
2024-04-24,Wednesday,14200,7.7,1,0
2024-04-25,Thursday,14200,20.5,1,0
2024-04-26,Friday,14200,6.6,1,0
2024-04-27,Saturday,14200,5.3,1,0
2024-04-28,Sunday,14200,23.2,1,0
2024-04-29,Monday,14200,11.4,1,0
2024-04-30,Tuesday,14200,6.1,1,0
2024-05-01,Wednesday,14200,18.2,0,0
2024-05-02,Thursday,14200,10.0,0,0
2024-05-03,Friday,14200,12.2,0,0
2024-05-04,Saturday,14200,7.5,0,0
2024-05-05,Sunday,14200,1.9,0,0
2024-05-06,Monday,14200,5.7,0,0
2024-05-07,Tuesday,14200,27.6,0,0
2024-05-08,Wednesday,14200,1.5,0,0
2024-05-09,Thursday,14200,3.7,0,0
2024-05-10,Friday,14200,10.7,0,0
2024-05-11,Saturday,14200,12.9,0,0
2024-05-12,Sunday,14200,5.1,0,0
2024-05-13,Monday,14200,11.4,0,0
2024-05-14,Tuesday,14200,8.4,0,0
2024-05-15,Wednesday,14200,11.5,0,0
2024-05-16,Thursday,14200,15.9,0,0
2024-05-17,Friday,14200,18.8,0,0
2024-05-18,Saturday,14200,3.8,0,0
2024-05-19,Sunday,14200,33.6,0,0
2024-05-20,Monday,14200,38.6,0,0
2024-05-21,Tuesday,14200,14.2,0,0
2024-05-22,Wednesday,14200,9.1,0,0
2024-05-23,Thursday,14200,12.6,0,0
2024-05-24,Friday,14200,1.1,0,0
2024-05-25,Saturday,14200,0.3,0,0
2024-05-26,Sunday,14200,0.7,0,0
2024-05-27,Monday,14200,0.0,0,0
2024-05-28,Tuesday,14200,31.7,0,0
2024-05-29,Wednesday,14200,16.8,0,0
2024-05-30,Thursday,14200,6.8,0,0
2024-05-31,Friday,14200,1.5,0,0
2024-06-01,Saturday,14200,1.7,0,0
2024-06-02,Sunday,14200,2.2,0,0
2024-06-03,Monday,14200,5.2,0,0
2024-06-04,Tuesday,14200,3.4,0,0
2024-06-05,Wednesday,14200,2.4,0,0
2024-06-06,Thursday,14200,11.2,0,0
2024-06-07,Friday,14200,23.6,0,0
2024-06-08,Saturday,14200,8.4,0,0
2024-06-09,Sunday,14200,4.7,0,0
2024-06-10,Monday,14200,0.8,0,0
2024-06-11,Tuesday,14200,13.0,0,0
2024-06-12,Wednesday,14200,17.5,0,0
2024-06-13,Thursday,14200,13.0,0,0
2024-06-14,Friday,14200,3.7,0,0
2024-06-15,Saturday,14200,1.1,0,0
2024-06-16,Sunday,14200,33.0,0,0
2024-06-17,Monday,14200,0.7,0,0
2024-06-18,Tuesday,14200,4.8,0,0
2024-06-19,Wednesday,14200,13.7,0,0
2024-06-20,Thursday,14200,14.5,0,0
2024-06-21,Friday,14200,20.5,0,0
2024-06-22,Saturday,14200,1.0,0,0
2024-06-23,Sunday,14200,0.1,0,0
2024-06-24,Monday,14200,13.6,0,0
2024-06-25,Tuesday,14200,10.7,0,0
2024-06-26,Wednesday,14200,9.5,0,0
2024-06-27,Thursday,14200,19.8,0,0
2024-06-28,Friday,14200,21.9,0,0
2024-06-29,Saturday,14200,18.8,0,0
2024-06-30,Sunday,14200,7.3,0,0
2024-07-01,Monday,14200,1.5,1,0
2024-07-02,Tuesday,14200,4.7,1,0
2024-07-03,Wednesday,14200,0.8,1,0
2024-07-04,Thursday,14200,6.9,1,0
